title,property,value
Bald Eagle,Has State Status,threatened
Bald Eagle,Has WAP15 ID,ncwap15-spp-bald-eagle
Bald Eagle,Is Audubon Priority,true
Bald Eagle,Is NC Present,NC
Bald Eagle,Is SGCN,true
Bald Eagle,Is WAP Management Concern,true
Bald Eagle,Present Breeding,true
Bald Eagle,Present Wintering,true
Bald Eagle,Was WAP Evaluated,true
Bald Eagle,Has Habitat,Floodplains-Blackwater Systems
Bald Eagle,Has Habitat,Natural Lakes
Bald Eagle,Has Habitat,Reservoirs and Impoundments
Bald Eagle,Has Habitat,Small River Systems/Large Creeks
Bald Eagle,Has Habitat,Stream Swamps
Bald Eagle,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Bald Eagle,Has Priority,NCWAP 2015 Management Practices Priority 497
Bald Eagle,Has Priority,NCWAP 2015 Monitoring Priority 182
Bald Eagle,Has Priority,NCWAP 2015 Monitoring Priority 492
Bald Eagle,Has Priority,NCWAP 2015 Research Priority 489
Bald Eagle,Has Priority,NCWAP 2015 Surveys Priority 176
Baltimore Oriole,Has AOS4 Code,BAOR
Baltimore Oriole,Has AOS59 Code,1922
Baltimore Oriole,Has AOS6 Code,ICTGAL
Baltimore Oriole,Has AOS60 Code,1817
Baltimore Oriole,Has Avibase Code,5110842FA06DD11C
Baltimore Oriole,Has Common Name,Baltimore Oriole
Baltimore Oriole,Has eBird Code,balori
Baltimore Oriole,Has Family,Icteridae
Baltimore Oriole,Has Genus,Icterus
Baltimore Oriole,Has Order,Passeriformes
Baltimore Oriole,Has PIF Half Life,81
Baltimore Oriole,Has PIF Pop Est,11806532
Baltimore Oriole,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Baltimore Oriole,Has Scientific Name,Icterus galbula
Baltimore Oriole,Has Species Taxonomy,galbula
Baltimore Oriole,Has WAP15 ID,ncwap15-spp-baltimore-oriole
Baltimore Oriole,Is NC Present,NC
Baltimore Oriole,Present Breeding,true
Baltimore Oriole,Present Wintering,true
Baltimore Oriole,Was WAP Evaluated,true
Bank Swallow,Has AOS4 Code,BANS
Bank Swallow,Has AOS59 Code,1430
Bank Swallow,Has AOS6 Code,RIPRIP
Bank Swallow,Has AOS60 Code,1328
Bank Swallow,Has Avibase Code,755E2AD4ECF114FB
Bank Swallow,Has Common Name,Bank Swallow
Bank Swallow,Has eBird Code,banswa
Bank Swallow,Has Family,Hirundinidae
Bank Swallow,Has Genus,Riparia
Bank Swallow,Has Order,Passeriformes
Bank Swallow,Has PIF Half Life,120
Bank Swallow,Has PIF Pop Est,7940368
Bank Swallow,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Bank Swallow,Has Scientific Name,Riparia riparia
Bank Swallow,Has Species Taxonomy,riparia
Bank Swallow,Has WAP15 ID,ncwap15-spp-bank-swallow
Bank Swallow,Is NC Present,NC
Bank Swallow,Is SGCN,true
Bank Swallow,Is WAP Knowledge Concern,true
Bank Swallow,Present Breeding,true
Bank Swallow,Was WAP Evaluated,true
Bank Swallow,Has Habitat,Large River Systems
Bank Swallow,Has Habitat,Medium River Systems
Bank Swallow,Has Habitat,Natural Lakes
Bank Swallow,Has Habitat,Reservoirs and Impoundments
Bank Swallow,Has Habitat,Small River Systems/Large Creeks
Barn Owl,Has AOS4 Code,BANO
Barn Owl,Has AOS59 Code,828
Barn Owl,Has AOS6 Code,TYTALB
Barn Owl,Has AOS60 Code,664
Barn Owl,Has Avibase Code,A6A7C34B37A68336
Barn Owl,Has Common Name,Barn Owl
Barn Owl,Has eBird Code,brnowl
Barn Owl,Has Family,Tytonidae
Barn Owl,Has Genus,Tyto
Barn Owl,Has Habitat,Estuarine Wetland Communities
Barn Owl,Has Habitat,Estuarine Wetland Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Successional Communities
Barn Owl,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
Barn Owl,Has Order,Strigiformes
Barn Owl,Has PIF Pop Est,130751
Barn Owl,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Barn Owl,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Barn Owl,Has Plan,South Atlantic Migratory Bird Initiative Implmentation Plan 2008
Barn Owl,Has Scientific Name,Tyto alba
Barn Owl,Has Species Taxonomy,alba
Barn Owl,Has State Status,special concern
Barn Owl,Has WAP15 ID,ncwap15-spp-barn-owl
Barn Owl,Is NC Present,NC
Barn Owl,Is SGCN,true
Barn Owl,Is WAP Knowledge Concern,true
Barn Owl,Present Breeding,true
Barn Owl,Present Wintering,true
Barn Owl,Was WAP Evaluated,true
Barn Swallow,Has AOS4 Code,BARS
Barn Swallow,Has AOS59 Code,1433
Barn Swallow,Has AOS6 Code,HIRRUS
Barn Swallow,Has AOS60 Code,1331
Barn Swallow,Has Avibase Code,58C502EA7AF3E023
Barn Swallow,Has Common Name,Barn Swallow
Barn Swallow,Has eBird Code,barswa
Barn Swallow,Has Family,Hirundinidae
Barn Swallow,Has Genus,Hirundo
Barn Swallow,Has Order,Passeriformes
Barn Swallow,Has PIF Pop Est,46855476
Barn Swallow,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Barn Swallow,Has Scientific Name,Hirundo rustica
Barn Swallow,Has Species Taxonomy,rustica
Barn Swallow,Has WAP15 ID,ncwap15-spp-barn-swallow
Barn Swallow,Is NC Present,NC
Barn Swallow,Present Breeding,true
Barn Swallow,Was WAP Evaluated,true
Barred Owl,Has AOS4 Code,BADO
Barred Owl,Has AOS59 Code,860
Barred Owl,Has AOS6 Code,STRVAR
Barred Owl,Has AOS60 Code,696
Barred Owl,Has Avibase Code,7AA076EFD28C9BB6
Barred Owl,Has Common Name,Barred Owl
Barred Owl,Has eBird Code,brdowl
Barred Owl,Has Family,Strigidae
Barred Owl,Has Genus,Strix
Barred Owl,Has Order,Strigiformes
Barred Owl,Has PIF Pop Est,3458782
Barred Owl,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Barred Owl,Has Scientific Name,Strix varia
Barred Owl,Has Species Taxonomy,varia
Barred Owl,Has WAP15 ID,ncwap15-spp-barred-owl
Barred Owl,Is NC Present,NC
Barred Owl,Present Breeding,true
Barred Owl,Present Wintering,true
Barred Owl,Was WAP Evaluated,true
Bay-breasted Warbler,Has AOS4 Code,BBWA
Bay-breasted Warbler,Has AOS59 Code,1990
Bay-breasted Warbler,Has AOS6 Code,SETCAS
Bay-breasted Warbler,Has AOS60 Code,1568
Bay-breasted Warbler,Has Avibase Code,10C601D3BCC5A85C
Bay-breasted Warbler,Has Common Name,Bay-breasted Warbler
Bay-breasted Warbler,Has eBird Code,babwar
Bay-breasted Warbler,Has Family,Parulidae
Bay-breasted Warbler,Has Genus,Setophaga
Bay-breasted Warbler,Has Order,Passeriformes
Bay-breasted Warbler,Has PIF Pop Est,9892605
Bay-breasted Warbler,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Bay-breasted Warbler,Has Scientific Name,Setophaga castanea
Bay-breasted Warbler,Has Species Taxonomy,castanea
Bay-breasted Warbler,Has WAP15 ID,ncwap15-spp-bay-breasted-warbler
Bay-breasted Warbler,Is NC Present,NC
Bay-breasted Warbler,Is WAP Knowledge Concern,true
Bay-breasted Warbler,Present Wintering,true
Bay-breasted Warbler,Was WAP Evaluated,true
Belted Kingfisher,Has AOS4 Code,BEKI
Belted Kingfisher,Has AOS59 Code,907
Belted Kingfisher,Has AOS6 Code,MEGALC
Belted Kingfisher,Has AOS60 Code,912
Belted Kingfisher,Has Avibase Code,3558066B4F7EEB8E
Belted Kingfisher,Has Common Name,Belted Kingfisher
Belted Kingfisher,Has eBird Code,belkin1
Belted Kingfisher,Has Family,Alcedinidae
Belted Kingfisher,Has Genus,Megaceryle
Belted Kingfisher,Has Order,Coraciiformes
Belted Kingfisher,Has PIF Pop Est,1843798
Belted Kingfisher,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Belted Kingfisher,Has Scientific Name,Megaceryle alcyon
Belted Kingfisher,Has Species Taxonomy,alcyon
Belted Kingfisher,Has WAP15 ID,ncwap15-spp-belted-kingfisher
Belted Kingfisher,Is NC Present,NC
Belted Kingfisher,Present Breeding,true
Belted Kingfisher,Present Wintering,true
Belted Kingfisher,Was WAP Evaluated,true
Bewick's Wren,Has AOS4 Code,BEWR
Bewick's Wren,Has AOS59 Code,1472
Bewick's Wren,Has AOS6 Code,THRBEW
Bewick's Wren,Has AOS60 Code,1382
Bewick's Wren,Has Avibase Code,603194D371801AC0
Bewick's Wren,Has Common Name,Bewick's Wren
Bewick's Wren,Has eBird Code,bewwre
Bewick's Wren,Has Family,Troglodytidae
Bewick's Wren,Has Genus,Thryomanes
Bewick's Wren,Has Order,Passeriformes
Bewick's Wren,Has PIF Half Life,47
Bewick's Wren,Has PIF Pop Est,4567446
Bewick's Wren,Has Plan,Golden-Winged Warbler Status Review And Conservation Plan 2012
Bewick's Wren,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Bewick's Wren,Has Scientific Name,Thryomanes bewickii
Bewick's Wren,Has Species Taxonomy,bewickii
Bewick's Wren,Has State Status,endangered
Bewick's Wren,Has WAP15 ID,ncwap15-spp-bewicks-wren
Bewick's Wren,Is NC Present,NC
Black-and-white Warbler,Has AOS4 Code,BAWW
Black-and-white Warbler,Has AOS59 Code,1954
Black-and-white Warbler,Has AOS6 Code,MNIVAR
Black-and-white Warbler,Has AOS60 Code,1575
Black-and-white Warbler,Has Avibase Code,4D207AF69A79DDCF
Black-and-white Warbler,Has Common Name,Black-and-white Warbler
Black-and-white Warbler,Has eBird Code,bawwar
Black-and-white Warbler,Has Family,Parulidae
Black-and-white Warbler,Has Genus,Mniotilta
Black-and-white Warbler,Has Habitat,Cove Forests
Black-and-white Warbler,Has Habitat,Dry Coniferous Woodlands
Black-and-white Warbler,Has Habitat,Montane Oak Forests
Black-and-white Warbler,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
Black-and-white Warbler,Has Order,Passeriformes
Black-and-white Warbler,Has PIF Pop Est,17709569
Black-and-white Warbler,Has Plan,Golden-Winged Warbler Status Review And Conservation Plan 2012
Black-and-white Warbler,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Black-and-white Warbler,Has Plan,South Atlantic Migratory Bird Initiative Implmentation Plan 2008
Black-and-white Warbler,Has Scientific Name,Mniotilta varia
Black-and-white Warbler,Has Species Taxonomy,varia
Black-and-white Warbler,Has WAP15 ID,ncwap15-spp-black-and-white-warbler
Black-and-white Warbler,Is NC Present,NC
Black-and-white Warbler,Present Breeding,true
Black-and-white Warbler,Was WAP Evaluated,true
Black-bellied Plover,Has AOS4 Code,BBPL
Black-bellied Plover,Has AOS59 Code,450
Black-bellied Plover,Has AOS6 Code,PLUSQU
Black-bellied Plover,Has AOS60 Code,371
Black-bellied Plover,Has Avibase Code,27903EF7E618A6A2
Black-bellied Plover,Has Common Name,Black-bellied Plover
Black-bellied Plover,Has eBird Code,bkbplo
Black-bellied Plover,Has Family,Charadriidae
Black-bellied Plover,Has Genus,Pluvialis
Black-bellied Plover,Has Habitat,Estuarine Wetland Communities
Black-bellied Plover,Has Habitat,Maritime Grasslands
Black-bellied Plover,Has Habitat,"Sand, Shell, and Wrack Active Shoreline"
Black-bellied Plover,Has Order,Charadriiformes
Black-bellied Plover,Has PIF Pop Est,362700
Black-bellied Plover,Has Plan,Red Knot Conservation Plan For The Western Hemisphere 2010
Black-bellied Plover,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Black-bellied Plover,Has Plan,South Atlantic Migratory Bird Initiative Implmentation Plan 2008
Black-bellied Plover,Has Scientific Name,Pluvialis squatarola
Black-bellied Plover,Has Species Taxonomy,squatarola
Black-bellied Plover,Has WAP15 ID,ncwap15-spp-black-bellied-plover
Black-bellied Plover,Is NC Present,NC
Black-bellied Plover,Is SGCN,true
Black-bellied Plover,Is WAP Knowledge Concern,true
Black-bellied Plover,Is WAP Management Concern,true
Black-bellied Plover,Present Wintering,true
Black-bellied Plover,Was WAP Evaluated,true
Black-billed Cuckoo,Has AOS4 Code,BBCU
Black-billed Cuckoo,Has AOS59 Code,209
Black-billed Cuckoo,Has AOS6 Code,COCERY
Black-billed Cuckoo,Has AOS60 Code,648
Black-billed Cuckoo,Has Avibase Code,41E9F54BDA04ACBA
Black-billed Cuckoo,Has Common Name,Black-billed Cuckoo
Black-billed Cuckoo,Has eBird Code,bkbcuc
Black-billed Cuckoo,Has Family,Cuculidae
Black-billed Cuckoo,Has Genus,Coccyzus
Black-billed Cuckoo,Has Habitat,Cove Forests
Black-billed Cuckoo,Has Habitat,Northern Hardwood Forests
Black-billed Cuckoo,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
Black-billed Cuckoo,Has Order,Cuculiformes
Black-billed Cuckoo,Has PIF Half Life,37
Black-billed Cuckoo,Has PIF Pop Est,875781
Black-billed Cuckoo,Has Plan,Golden-Winged Warbler Status Review And Conservation Plan 2012
Black-billed Cuckoo,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Black-billed Cuckoo,Has Scientific Name,Coccyzus erythropthalmus
Black-billed Cuckoo,Has Species Taxonomy,erythropthalmus
Black-billed Cuckoo,Has WAP15 ID,ncwap15-spp-black-billed-cuckoo
Black-billed Cuckoo,Is NC Present,NC
Black-billed Cuckoo,Is WAP Knowledge Concern,true
Black-billed Cuckoo,Present Breeding,true
Black-billed Cuckoo,Was WAP Evaluated,true
Black-billed Cuckoo,Has Priority,NCWAP 2015 Surveys Priority 475
Black-billed Cuckoo,Has Priority,NCWAP 2015 Surveys Priority 96
Blackburnian Warbler,Has AOS4 Code,BLBW
Blackburnian Warbler,Has AOS59 Code,1991
Blackburnian Warbler,Has AOS6 Code,SETFUS
Blackburnian Warbler,Has AOS60 Code,1556
Blackburnian Warbler,Has Avibase Code,4168AF09C7BCB40B
Blackburnian Warbler,Has Common Name,Blackburnian Warbler
Blackburnian Warbler,Has eBird Code,bkbwar
Blackburnian Warbler,Has Family,Parulidae
Blackburnian Warbler,Has Genus,Setophaga
Blackburnian Warbler,Has Habitat,Cove Forests
Blackburnian Warbler,Has Habitat,Northern Hardwood Forests
Blackburnian Warbler,Has Habitat,Spruce-Fir Forest
Blackburnian Warbler,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
Blackburnian Warbler,Has Order,Passeriformes
Blackburnian Warbler,Has PIF Pop Est,13271149
Blackburnian Warbler,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Blackburnian Warbler,Has Scientific Name,Setophaga fusca
Blackburnian Warbler,Has Species Taxonomy,fusca
Blackburnian Warbler,Has State Status,special concern
Blackburnian Warbler,Has WAP15 ID,ncwap15-spp-blackburnian-warbler
Blackburnian Warbler,Is NC Present,NC
Blackburnian Warbler,Is SGCN,true
Blackburnian Warbler,Is WAP Knowledge Concern,true
Blackburnian Warbler,Present Breeding,true
Blackburnian Warbler,Was WAP Evaluated,true
Black-capped Chickadee,Has AOS4 Code,BCCH
Black-capped Chickadee,Has AOS59 Code,1436
Black-capped Chickadee,Has AOS6 Code,POEATR
Black-capped Chickadee,Has AOS60 Code,1334
Black-capped Chickadee,Has Avibase Code,B1F0CC82E34E4541
Black-capped Chickadee,Has Common Name,Black-capped Chickadee
Black-capped Chickadee,Has eBird Code,bkcchi
Black-capped Chickadee,Has Family,Paridae
Black-capped Chickadee,Has Genus,Poecile
Black-capped Chickadee,Has Habitat,Northern Hardwood Forests
Black-capped Chickadee,Has Habitat,Spruce-Fir Forest
Black-capped Chickadee,Has Habitat,Oak and Mixed Hardwood/Pine Forests and Managed Timber
Black-capped Chickadee,Has Order,Passeriformes
Black-capped Chickadee,Has PIF Pop Est,43031705
Black-capped Chickadee,Has Plan,Golden-Winged Warbler Status Review And Conservation Plan 2012
Black-capped Chickadee,Has Plan,Partners In Flight Landbird Conservation Plan 2016
Black-capped Chickadee,Has Scientific Name,Poecile atricapillus
Black-capped Chickadee,Has Species Taxonomy,atricapillus
Black-capped Chickadee,Has State Status,special concern
Black-capped Chickadee,Has WAP15 ID,ncwap15-spp-black-capped-chickadee
Black-capped Chickadee,Is NC Present,NC
Black-capped Chickadee,Is WAP Knowledge Concern,true
Black-capped Chickadee,Present Breeding,true
Black-capped Chickadee,Present Wintering,true
Black-capped Chickadee,Was WAP Evaluated,true
Black-capped Chickadee,Has Priority,NCWAP 2015 Research Priority 411
Black-capped Chickadee,Has Priority,NCWAP 2015 Research Priority 537
Black-capped Chickadee,Has Priority,NCWAP 2015 Surveys Priority 407
Black-capped Chickadee,Has Priority,NCWAP 2015 Surveys Priority 535
Black-crowned Night-Heron,Has AOS4 Code,BCNH
Black-crowned Night-Heron,Has AOS59 Code,754
Black-crowned Night-Heron,Has AOS6 Code,NYCNYC
Black-crowned Night-Heron,Has AOS60 Code,242
Black-crowned Night-Heron,Has Avibase Code,6BB94D7EA4D041A8
Black-crowned Night-Heron,Has Common Name,Black-crowned Night-Heron
Black-crowned Night-Heron,Has eBird Code,bcnher
Black-crowned Night-Heron,Has Family,Ardeidae
Black-crowned Night-Heron,Has Genus,Nycticorax
Black-crowned Night-Heron,Has Habitat,Estuarine Wetland Communities
Black-crowned Night-Heron,Has Habitat,Maritime Grasslands
Black-crowned Night-Heron,Has Habitat,Maritime Forests
Black-crowned Night-Heron,Has Order,Pelecaniformes
Black-crowned Night-Heron,Has PIF Pop Est,419820
Black-crowned Night-Heron,Has Plan,North American Waterbird Conservation Plan 2002
Black-crowned Night-Heron,Has Plan,South Atlantic Migratory Bird Initiative Implementation Plan 2008
Black-crowned Night-Heron,Has Plan,South Atlantic Migratory Bird Initiative Implmentation Plan 2008
Black-crowned Night-Heron,Has Scientific Name,Nycticorax nycticorax
Black-crowned Night-Heron,Has Species Taxonomy,nycticorax
Black-crowned Night-Heron,Has WAP15 ID,ncwap15-spp-black-crowned-night-heron
Black-crowned Night-Heron,Is NC Present,NC
Black-crowned Night-Heron,Is SGCN,true
Black-crowned Night-Heron,Is WAP Knowledge Concern,true
Black-crowned Night-Heron,Present Breeding,true
Black-crowned Night-Heron,Present Wintering,true
Black-crowned Night-Heron,Was WAP Evaluated,true
Black-crowned Night-Heron,Has Habitat,Stream Swamps
Black-necked Stilt,Has AOS4 Code,BNST
Black-necked Stilt,Has AOS59 Code,443
Black-necked Stilt,Has AOS6 Code,HIMMEX
Black-necked Stilt,Has AOS60 Code,391
Black-necked Stilt,Has Avibase Code,62DAF6CC29ADBF9A
